key,date,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_WI_55057,2020-05-24,117.04,,,-53,14,,25,-18,7
US_WI_55059,2020-05-24,69.63,,,-20,-2,74,-22,-19,7
US_WI_55061,2020-05-24,64.63,,,-51,-9,,,-19,
US_WI_55063,2020-05-24,28.3,,,-34,2,24,-8,-23,7
US_WI_55065,2020-05-16,,,,-62,10,,,-11,
US_WI_55067,2020-05-16,,,,5,18,,,-13,
US_WI_55069,2020-05-24,123.62,,,2,6,,,-7,9
US_WI_55071,2020-05-24,41.89,,,-22,5,31,,-16,6
US_WI_55073,2020-05-24,8.82,,,-33,-1,45,,-14,3
US_WI_55075,2020-05-24,196.3,,,1,6,-15,,-14,10
US_WI_55077,2020-05-16,,,,-46,5,,,-7,
US_WI_55079,2020-05-24,0.69,,,-34,-3,87,-25,-23,8
US_WI_55081,2020-05-24,20.6,,,-11,22,,3,-19,9
US_WI_55083,2020-05-24,154.29,,,-43,1,-58,,-8,13
US_WI_55085,2020-05-24,201.6,,,-12,29,-4,,-7,11
US_WI_55087,2020-05-24,-0.53,,,-41,-4,133,-36,-21,6
US_WI_55089,2020-05-24,7.42,,,-33,-8,161,,-21,18
US_WI_55091,2020-05-15,,,,-36,,,,-23,
US_WI_55093,2020-05-24,51.44,,,4,0,,,-22,13
US_WI_55095,2020-05-24,161.24,,,8,10,85,,-15,10
US_WI_55097,2020-05-24,39.98,,,-22,2,127,,-18,4
US_WI_55099,2020-05-15,,,,-36,-19,,,-29,
US_WI_55101,2020-05-24,29.31,,,-22,1,136,6,-19,7
US_WI_55103,2020-05-16,,,,-35,,,,-13,
US_WI_55105,2020-05-24,43.65,,,-23,8,51,4,-15,5
US_WI_55107,2020-05-15,,,,-43,-17,,,-22,
US_WI_55109,2020-05-24,46.79,,,-13,-2,-52,13,-14,8
US_WI_55111,2020-05-24,192.33,,,-30,26,-33,-24,-30,8
US_WI_55113,2020-05-16,,,,-2,1,,,-20,
US_WI_55115,2020-05-24,73.04,,,-11,29,,,-20,12
US_WI_55117,2020-05-24,40.75,,,-21,10,14,25,-17,7
US_WI_55119,2020-05-16,,,,-6,10,,,-8,
US_WI_55121,2020-05-24,49.55,,,-54,13,,,-5,9
US_WI_55123,2020-05-16,,,,-7,-14,,,-8,4
US_WI_55125,2020-05-24,261.83,,,-35,29,11,,-17,
US_WI_55127,2020-05-24,232.19,,,4,24,41,0,-17,5
US_WI_55129,2020-05-15,,,,-28,-40,,,-25,
US_WI_55131,2020-05-24,32.46,,,-12,9,162,-23,-18,6
US_WI_55133,2020-05-24,2.08,,,-29,2,172,-16,-18,7
US_WI_55135,2020-05-24,109.04,,,13,19,-25,,-9,10
US_WI_55137,2020-05-24,102.6,,,-41,7,,-3,-10,4
US_WI_55139,2020-05-24,17.08,,,-26,-3,205,-19,-19,5
US_WI_55141,2020-05-24,31.05,,,-9,-2,,,-14,4
US_WV,2020-05-24,24.37,,,-17,7,91,-5,-19,4
US_WV_54001,2020-05-16,,,,-49,-1,,,-9,
US_WV_54003,2020-05-24,27.65,,,-12,6,6,-63,-18,5
US_WV_54005,2020-05-15,,,,-40,8,,,-24,
US_WV_54007,2020-05-24,65.37,,,-41,,,-7,-30,
US_WV_54009,2020-05-24,1.48,,,-16,23,,,-24,
US_WV_54011,2020-05-24,4.07,,,-30,0,-32,-26,-24,6
US_WV_54019,2020-05-24,185.71,,,9,16,,,-22,7
US_WV_54023,2020-05-15,,,,-46,4,,,-27,
US_WV_54025,2020-05-24,60.11,,,-9,2,,,-27,0
US_WV_54027,2020-05-16,,,,-38,0,,,-6,
US_WV_54029,2020-05-24,17.34,,,-19,-8,,,-26,10
US_WV_54031,2020-05-15,,,,-53,-14,,,-23,
US_WV_54033,2020-05-24,5.48,,,-26,1,-36,-32,-16,12
US_WV_54035,2020-05-24,55.82,,,-4,-7,,0,-15,
US_WV_54037,2020-05-24,33.39,,,-19,-8,-45,,-27,16
US_WV_54039,2020-05-24,7.2,,,-25,0,-13,-16,-22,6
US_WV_54041,2020-05-24,32.92,,,-39,-18,,-55,-28,
US_WV_54043,2020-05-15,,,,,,,,-25,
US_WV_54045,2020-05-24,26.44,,,-34,0,,,-14,
US_WV_54047,2020-05-15,,,,,13,,,-16,
US_WV_54049,2020-05-24,14.42,,,-18,-3,,,-16,13
US_WV_54051,2020-05-24,-11.21,,,-11,7,,,-21,1
US_WV_54053,2020-05-24,39.15,,,-39,11,,,-8,
US_WV_54055,2020-05-24,56.03,,,-5,8,-18,-18,-12,9
US_WV_54057,2020-05-16,,,,-19,0,,,-11,-2
US_WV_54059,2020-05-15,,,,-63,,,,-25,
US_WV_54061,2020-05-24,1.16,,,-36,-8,69,-9,-28,6
US_WV_54063,2020-05-15,,,,,,,,-31,
US_WV_54065,2020-05-16,,,,-32,-7,,,-22,
US_WV_54067,2020-05-24,131.7,,,10,11,,,-12,
US_WV_54069,2020-05-24,5.71,,,-32,19,-19,-2,-25,13
US_WV_54073,2020-05-15,,,,-50,,,,-26,
US_WV_54075,2020-05-16,,,,-74,,2,,-54,
US_WV_54077,2020-05-24,81.65,,,-38,-16,,,-10,
US_WV_54079,2020-05-24,3.61,,,-6,10,,0,-19,14
US_WV_54081,2020-05-24,39,,,-18,15,,-7,-18,9
US_WV_54083,2020-05-24,81.4,,,0,-1,,,-12,
US_WV_54085,2020-05-15,,,,-26,,,,-32,
US_WV_54087,2020-05-15,,,,-8,,,,-33,
US_WV_54089,2020-05-15,,,,14,,,,-27,
US_WV_54091,2020-05-16,,,,-18,2,,,2,
US_WV_54093,2020-05-14,,,,,-14,,,-21,
US_WV_54095,2020-05-15,,,,,,,,-25,
US_WV_54097,2020-05-16,,,,2,21,,,-4,
US_WV_54099,2020-05-24,36.04,,,-3,35,,,-15,0
US_WV_54101,2020-05-13,,,,,,,,-31,
US_WV_54103,2020-05-16,,,,-16,-8,,,-7,
US_WV_54105,2020-04-09,,,,,,,,-53,
US_WV_54107,2020-05-24,23.65,,,-21,13,43,,-16,3
US_WV_54109,2020-05-15,,,,-66,,,,-24,
US_WY,2020-05-24,89.53,,,-11,8,81,17,-14,4
US_WY_56001,2020-05-24,111.04,,,-18,-20,-4,46,-23,13
US_WY_56003,2020-05-15,,,,-37,-7,,,-20,
US_WY_56005,2020-05-24,55.84,,,-10,-4,,-25,-11,9
US_WY_56007,2020-05-24,161.26,,,-36,-23,,25,-15,
US_WY_56009,2020-05-24,42.7,,,-42,-9,,-50,-18,
US_WY_56011,2020-05-14,,,,,,,,-21,
US_WY_56013,2020-05-24,77.6,,,0,9,,,-17,8
US_WY_56015,2020-05-15,,,,-26,-12,,,-21,
US_WY_56017,2020-05-09,,,,-64,-20,-49,,,
US_WY_56019,2020-05-15,,,,-35,-2,,,-17,
US_WY_56021,2020-05-24,43.67,,,-13,7,143,5,-12,5
US_WY_56023,2020-05-16,,,,-51,-16,,,-13,
US_WY_56025,2020-05-24,34.01,,,-13,6,67,-24,-18,3
US_WY_56029,2020-05-24,153.88,,,-5,31,-62,,-9,5
US_WY_56031,2020-05-15,,,,-21,-11,,-41,-20,
US_WY_56033,2020-05-24,86.26,,,-10,5,,,-17,7
US_WY_56035,2020-05-15,,,,-70,-33,,,-30,
US_WY_56037,2020-05-24,128.06,,,-11,11,,39,-11,8
US_WY_56039,2020-05-24,117.59,,,-65,-28,-43,-76,-52,
US_WY_56041,2020-05-24,155.51,,,2,-11,,34,-3,
US_WY_56043,2020-05-15,,,,-28,-23,,,-29,
US_WY_56045,2020-05-15,,,,-57,-19,,,-25,
UY,2020-05-24,-59.71,,-71.66,-38,-18,-47,-40,-14,12
VE,2020-05-16,,,,-47,-24,-44,-46,-14,14
VN,2020-05-24,-1.05,,-0.1,-15,11,-26,1,2,7
YE,2020-05-16,,,,0,9,-2,9,-5,9
ZA,2020-05-24,-63.9,,-52.05,-51,-22,-49,-59,-25,18
ZM,2020-05-16,,,,-14,-3,-1,-17,8,12
ZW,2020-05-16,,,,-33,-17,-26,-49,-16,23
